State	Up	Down	Left	Right	Policy
((5, 13), (2, 4))	-462.36	-462.60	-812.37	-460.90	RIGHT
((5, 13), (2, 5))	-463.94	-465.87	-867.75	-480.67	UP
((5, 13), (2, 8))	-125.39	-126.23	-275.07	-127.52	UP
((5, 13), (2, 9))	-75.63	-78.69	-414.83	-78.98	UP
((5, 13), (2, 10))	-4.00	-3.60	-192.09	-3.60	DOWN
((5, 13), (2, 11))	-45.00	-53.10	-191.71	-56.88	UP
((5, 13), (3, 1))	-588.39	-588.06	-792.06	-587.97	RIGHT
((5, 13), (3, 2))	-610.22	-611.09	-871.15	-610.75	UP
((5, 13), (3, 4))	-548.90	-548.97	-883.08	-547.65	RIGHT
((5, 13), (3, 5))	-437.49	-435.65	-580.35	-426.37	RIGHT
((5, 13), (3, 7))	-114.93	-88.91	-275.07	-88.69	RIGHT
((5, 13), (3, 8))	-163.45	-150.83	-414.83	-151.41	DOWN
((5, 13), (3, 9))	-65.78	-64.95	-192.09	-74.66	DOWN
((5, 13), (3, 10))	-14.63	-16.38	-273.44	-14.07	RIGHT
((5, 13), (4, 1))	-653.46	-653.18	-886.54	-651.91	RIGHT
((5, 13), (4, 2))	-618.71	-587.49	-762.97	-588.48	DOWN
((5, 13), (4, 4))	-553.07	-552.05	-895.11	-569.96	DOWN
((5, 13), (4, 5))	-306.21	-296.42	-662.39	-296.47	DOWN
((5, 13), (4, 6))	-214.26	-214.49	-621.77	-234.76	UP
((5, 13), (4, 7))	-156.56	-128.08	-528.49	-147.64	DOWN
((5, 13), (4, 8))	-93.19	-94.06	-619.32	-138.14	UP
((5, 13), (4, 9))	-185.68	-150.83	-526.40	-151.39	DOWN
((5, 13), (4, 10))	-90.40	-98.06	-655.88	-146.21	UP
